id_original,id_simple,Sample Date,Sample Year,Processing Date,Lake,Gear,Site,Time,Processing Crew,Species,Total length (mm),Weight (g),sex,mature,gonad wt (only M BG),Isotope ID,age,diet weight (g),diet contents (%),,Zooplankton,unknown benthic invert,vegetation,unknown terr invert,unknown fish,Mayfly nymph,Mayfly adult,Amphipod,Chironomid larvae,Oligochaete,Chironomid pupa,Chironomid adult,Diptera larvae,Diptera adult,YP,Megaloptera larvae,beetle,Crayfish,collembola,leech,Odonata nymph,Odonata adult,snail,CMM,BG,frog (tadpole_,frog (adult),BLN,caddisfly,LMB,LMB YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis spp,YOY (unknown),fish eggs,unknown,Notes
MCD023,MCD023,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,160,95,M,Y,NA,MCD023,6,0.514,100% SNAILS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% SNAILS
MCD024,MCD024,5/31/17,2017,NA,MCD,EF,NA,NA,CS,GS,175,64,F,Y,NA,MCD024,4,0.42,100% PLANT MATTER,,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% PLANT MATTER
MCD025,MCD025,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,90,12.9,M,N,NA,MCD025,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD026,MCD026,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,88,12,UNK,UNK,NA,MCD026,2,0.43,100% BENTHIC INVERTS,,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% BENTHIC INVERTS
MCD027,MCD027,5/31/17,2017,NA,MCD,EF,NA,NA,CS,YP,114,17,UNK,UNK,NA,MCD027,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD028,MCD028,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,65,4.827,M,N,NA,MCD028,3,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD029,MCD029,5/31/17,2017,NA,MCD,EF,NA,NA,CS,BG,69,5,M,N,NA,MCD029,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD030,MCD030,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,65,5.271,M,N,NA,MCD030,1,0.7,"25% MIDGE, 75% DOBSONFLY",,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"25% MIDGE, 75% DOBSONFLY"
MCD031,MCD031,5/31/17,2017,NA,MCD,EF,NA,NA,CS,PS,64,4,M,N,NA,MCD031,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD032,MCD032,5/31/17,2017,NA,MCD,EF,NA,NA,CS,BG,40,0.806,UNK,UNK,NA,MCD032,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD033,MCD033,5/31/17,2017,NA,MCD,EF,NA,NA,CS,BG,40,0.617,UNK,UNK,NA,MCD033,9,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD034,MCD034,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,300,383,M,Y,NA,MCD034,6,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD035,MCD035,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,361,808,F,Y,NA,MCD035,7,8.735,100% UNK FISH,,0,8.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% UNK FISH
MCD036,MCD036,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,284,465,F,Y,NA,MCD036,3,10.608,100% CRAYFISH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.608,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH
MCD037,MCD037,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,176,111,M,N,NA,MCD037,2,2.218,100% CRAYFISH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.218,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH
MCD038,MCD038,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,165,71,M,N,NA,MCD038,2,4.608,100% UNK FISH,,0,4.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% UNK FISH
MCD039,MCD039,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,154,64,M,N,NA,MCD039,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD040,MCD040,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,362,708,F,Y,NA,MCD040,6,11.349,100% CRAYFISH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.349,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH
MCD041,MCD041,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,340,551,M,Y,NA,MCD041,6,1.68,"80% BLUEGILL, 20% MUCK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,,0,0,0,0,,0,,,,,"80% BLUEGILL, 20% MUCK"
MCD042,MCD042,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,334,515,M,Y,NA,MCD042,8,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD043,MCD043,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,330,492,M,Y,NA,MCD043,8,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD044,MCD044,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,343,627,M,Y,NA,MCD044,7,0.975,"75% CHAEBORUS, 25% MUCK",,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"75% CHAEBORUS, 25% MUCK"
MCD045,MCD045,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,355,723,F,Y,NA,MCD045,7,20.784,100% CRAYFISH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.784,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH
MCD046,MCD046,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,321,504,M,Y,NA,MCD046,5,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD047,MCD047,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,322,459,M,Y,NA,MCD047,6,7.567,100% CRAYFISH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.567,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH
MCD048,MCD048,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,320,524,F,Y,NA,MCD048,6,44.1,"60% YEP, 40% BLUEGILL (1 OF EACH)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.46,0,0,0,0,0,0,0,0,0,17.64,0,0,0,0,0,,0,0,0,0,,0,,,,,"60% YEP, 40% BLUEGILL (1 OF EACH)"
MCD049,MCD049,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,374,770,F,Y,NA,MCD049,6,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD050,MCD050,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,160,89,M,Y,NA,MCD050,5,0.7,"80% MIDGE, 20% SNAIL",,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"80% MIDGE, 20% SNAIL"
MCD051,MCD051,6/13/17,2017,NA,MCD,EF,NA,NA,CS,PS,164,101,M,Y,NA,MCD051,6,0.12,"30% SNAIL, 70% MUCK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"30% SNAIL, 70% MUCK"
MCD052,MCD052,6/13/17,2017,NA,MCD,EF,NA,NA,CS,YP,125,18,UNK,UNK,NA,MCD052,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD053,MCD053,6/13/17,2017,NA,MCD,EF,NA,NA,CS,YP,123,21,M,Y,NA,MCD053,2,0.37,100% AMPHIPOD,,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% AMPHIPOD
MCD054,MCD054,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,43,1.1,UNK,UNK,NA,MCD054,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD055,MCD055,6/13/17,2017,NA,MCD,EF,NA,NA,CS,YP,185,72,M,Y,NA,MCD055,4,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD056,MCD056,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,46,1.4,UNK,UNK,NA,MCD056,1,0,NONE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NONE
MCD057,MCD057,6/13/17,2017,NA,MCD,EF,NA,NA,CS,PS,65,5,UNK,UNK,NA,MCD057,,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD058,MCD058,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,172,65,M,Y,NA,MCD058,4,0.64,"5% ZOOP, 20% MUCK, 75% MIDGE",,0,0,0.04,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% ZOOP, 20% MUCK, 75% MIDGE"
MCD059,MCD059,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,170,56,F,Y,NA,MCD059,3,0.15,"5% ZOOP, 5% AMPHIPOD, 20% MIDGE, 70% MUCK",,0,0,0.025,0,0,0,0,0.025,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% ZOOP, 5% AMPHIPOD, 20% MIDGE, 70% MUCK"
MCD060,MCD060,5/24/17,2017,NA,MCD,EF,NA,NA,CS,YP,115,14,M,Y,NA,MCD060,1,0.2,"50% ZOOP, 50% MIDGE",,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% ZOOP, 50% MIDGE"
MCD061,MCD061,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,173,65,M,Y,NA,MCD061,4,0.9,"50% ZOOP, 50% MIDGE",,0,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% ZOOP, 50% MIDGE"
MCD062,MCD062,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,183,86,M,Y,NA,MCD062,4,0.99,100% MIDGE,,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MIDGE
MCD063,MCD063,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,190,90,M,Y,NA,MCD063,4,0.184,100% MIDGE,,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MIDGE
MCD064,MCD064,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,206,125,F,Y,NA,MCD064,5,0.3,"10% MIDGE, 90% MUCK",,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% MIDGE, 90% MUCK"
MCD065,MCD065,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,200,109,M,Y,NA,MCD065,4,0.9,"20% MIDGE, 20% CHAEBORUS, 60% MUCK",,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"20% MIDGE, 20% CHAEBORUS, 60% MUCK"
MCD066,MCD066,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BC,112,18,UNK,UNK,NA,MCD066,,0.045,"30% ZOOP, 5% MAYFLY, 10% MIDGE, 55% MUCK",,0.03,0,0,0,0,0.005,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"30% ZOOP, 5% MAYFLY, 10% MIDGE, 55% MUCK"
MCD067,MCD067,5/24/17,2017,NA,MCD,EF,NA,NA,CS,YP,113,20,M,Y,NA,MCD067,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD068,MCD068,5/24/17,2017,NA,MCD,EF,NA,NA,CS,YP,142,28,M,Y,NA,MCD068,4,0.019,100% CHAEBORUS,,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CHAEBORUS
MCD069,MCD069,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,204,114,F,N,NA,MCD069,2,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD070,MCD070,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,200,108,M,N,NA,MCD070,2,0.06,"10% FISH RIBS, 90% MUCK",,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% FISH RIBS, 90% MUCK"
MCD071,MCD071,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,346,594,F,Y,NA,MCD071,6,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD072,MCD072,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,170,77,F,N,NA,MCD072,3,1.542,100% FISH (CMM),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% FISH (CMM)
MCD073,MCD073,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,233,172,M,N,NA,MCD073,,2.497,100% FISH (CENTRARCHID BODY SHAPE),,0,0,0,0,2.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% FISH (CENTRARCHID BODY SHAPE)
MCD074,MCD074,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,225,172,M,N,NA,MCD074,,1.247,100% MACROINVERTS,,0,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD075,MCD075,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,171,78,M,N,NA,MCD075,,0.35,"50% FISH, 50% MUCK",,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% FISH, 50% MUCK"
MCD076,MCD076,6/13/17,2017,NA,MCD,EF,NA,NA,CS,SMB,116,25,M,N,NA,MCD076,1,0.815,100% CRAYFISH (1),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH (1)
MCD077,MCD077,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,356,600,M,Y,NA,MCD077,6,16.1,"10% CRAYFISH, 90% FISH (1 CENTRARCHID)",,0,0,0,0,14.49,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% CRAYFISH, 90% FISH (1 CENTRARCHID)"
MCD078,MCD078,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,293,395,F,Y,NA,MCD078,5,0.6,"50% FISH, 50% MUCK",,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% FISH, 50% MUCK"
MCD079,MCD079,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,153,59,M,N,NA,MCD079,,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD080,MCD080,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,339,627,M,Y,NA,MCD080,7,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD081,MCD081,6/13/17,2017,NA,MCD,EF,NA,NA,CS,LMB,352,750,M,Y,NA,MCD081,10,8.758,100% CRAYFISH (1),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.758,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH (1)
MCD082,MCD082,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,153,69,M,Y,NA,MCD082,7,0.156,100% MACROINVERTS,,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD083,MCD083,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,161,79,M,Y,NA,MCD083,6,0.304,100% MACROINVERTS,,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD084,MCD084,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,153,57,M,Y,NA,MCD084,7,0.382,100% MACROINVERTS,,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD085,MCD085,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,177,112,M,Y,NA,MCD085,9,0.463,100% MAYFLY,,0,0,0,0,0,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MAYFLY
MCD086,MCD086,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,150,82,M,Y,NA,MCD086,4,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD087,MCD087,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,120,26,F,N,NA,MCD087,6,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD088,MCD088,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,151,72,M,Y,NA,MCD088,6,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD089,MCD089,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,148,55,M,Y,NA,MCD089,7,0.1,"50% MUCK, 50% MACROS",,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% MUCK, 50% MACROS"
MCD090,MCD090,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,95,16,M,N,NA,MCD090,3,0.08,100% CHIRONOMIDS,,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CHIRONOMIDS
MCD091,MCD091,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,140,49,F,Y,NA,MCD091,8,0.2,"30% ZOOPS, 70% MUCK",,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"30% ZOOPS, 70% MUCK"
MCD092,MCD092,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,118,24,M,N,NA,MCD092,4,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD093,MCD093,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,124,32,F,Y,NA,MCD093,6,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD094,MCD094,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,162,83,M,Y,NA,MCD094,8,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD095,MCD095,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,149,80,M,Y,NA,MCD095,,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD096,MCD096,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,137,42,M,Y,NA,MCD096,5,0.234,100% MACROS,,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROS
MCD097,MCD097,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,96,17,M,N,NA,MCD097,0,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD098,MCD098,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,141,43,M,Y,NA,MCD098,0,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD099,MCD099,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,175,111,F,Y,NA,MCD099,10,0.556,100% MACROINVERTS,,0,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD100,MCD100,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,150,68,M,Y,NA,MCD100,6,0.418,100% MACROINVERTS,,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD101,MCD101,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,128,31,M,N,NA,MCD101,4,0.215,100% MACROINVERTS,,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD102,MCD102,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,142,53,M,Y,NA,MCD102,6,0.905,100% UNK INSECTS,,0,0.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% UNK INSECTS
MCD103,MCD103,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,141,51,F,Y,NA,MCD103,6,0.092,100% MACROS,,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROS
MCD104,MCD104,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,121,33,F,Y,NA,MCD104,7,0.04,"40% SNAILS, 60% MUCK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"40% SNAILS, 60% MUCK"
