duplicate,replicate,id_original_iso,id_simple_iso,delta13_C,total_C_ug,C.Comment,delta15_N,total_N_ug,N.Comment,tray_name,lake,year,well_id,material_type,sample_weight,id_year,id_original_fish,id_simple_fish,Lake,Processing.Crew,Species,tl.mm,wt.g,sex,mature,Isotope.ID,diet.wt.g,diet.contents.note,Zooplankton,unknown.benthic.invert,vegetation,unknown.terr.invert,unknown.fish,Mayfly.nymph,Mayfly.adult,Amphipod,Chironomid.larvae,Oligochaete,Chironomid.pupa,Chironomid.adult,Diptera.larvae,Diptera.adult,YP,Megaloptera.larvae,beetle,Crayfish,collembola,leech,Odonata.nymph,Odonata.adult,snail,CMM,BG,frog..tadpole_,frog..adult.,BLN,caddisfly,LMB,LMB.YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis.spp,YOY..unknown.,fish.eggs
FALSE,n,MCD204-2018,MCD204,-26.68,491.49,,7.43,148.68,,MCD2018,MCD,2018,E8,fish,1.3,MCD204_2018,MCD204_2018,MCD204,MCD,MC,RB,152,70,F,Y,MCD204,2.2,100 odonata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD163-2020,MCD163,-31.53,563.6,,3.08,148.81,,MCD2020,MCD,2020,H7,fish,1.4,MCD163_2020,MCD163_2020,MCD163,MCD,UWSP,YP,150,35,M,Y,MCD163_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA085,AA085,-25.94,477.92,,7.64,148.97,,MCD2020,MCD,2020,B3,fish,1.6,AA085_2020,AA085,AA085,MCD,UW,BLB,210,131.2,F,NA,AA085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB5,SB5,-32.23,473.91,,10.33,149.78,,SB2019,SB,2019,B8,fish,1.1,SB5_2019,SB5,SB5,SB,"AA, MC, LF",WAE,582,NA,NA,NA,SB5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA082,AA082,-27.29,492.82,,5.62,149.89,,MCD2020,MCD,2020,B11,fish,1.3,AA082_2020,AA082,AA082,MCD,UW,GRS,63,3.9,NA,NA,AA082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA056,AA056,-29.36,643.16,,5.95,149.93,,MCD2020,MCD,2020,D4,fish,1.3,AA056_2020,AA056,AA056,MCD,UW,PS,165,98,M,NA,AA056,1.4,benthic invert,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD255-2019,MCD255,-27.96,558.72,,5.04,149.97,,MCD2019-1,MCD,2019,F12,fish,1.3,MCD255_2019,MCD255_2019,MCD255,MCD,AA ,LMB,45,1,NA,NA,MCD255_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB008-2020,SB008,-36.46,492.97,,7.95,150.04,,SB2020,SB,2020,D2,fish,1.3,SB008_2020,SB008_2020,SB008,SB,UWSP,YP,171,60,M,U,SB008_2020,0.1,100% benthic invert,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD126-2020,MCD126,-27.05,487.8,,6.39,150.49,,MCD2020,MCD,2020,E8,fish,1.3,MCD126_2020,MCD126_2020,MCD126,MCD,UWSP,BC,271,311,F,Y,MCD126_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE04,HE04,-33.12,482.89,,8.28,150.85,,SB2017,SB,2017,B8,fish,1.1,HE04_2017,HE04,HE04,SB,"HE, KMP, MC",BC,155,61,NA,NA,HE04,0.4,100 zoop,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,AA087,AA087,-29.9,491.81,,8.63,151.94,,MCD2020,MCD,2020,A2,zoobenthos,0.9,AA087_2020,AA087,AA087,MCD,UW,mussel,76,15.1,NA,NA,AA087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD283-2019,MCD283,-27.41,736.18,,2.19,151.94,,MCD2019-1,MCD,2019,E10,zoobenthos,1.6,MCD283_2019,MCD283_2019,MCD283,MCD,AA ,SNAIL,NA,1,NA,NA,MCD283_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB061,SB061,-32.16,481.05,,9.98,151.97,,SB2017,SB,2017,B10,fish,1.3,SB061_2017,SB061,SB061,SB,CS,BC,246,236,M,Y,SB061,0.12,"80% MUCK, 20% TERRESTRIAL INSECTS",0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD295-2019,MCD295,-27.73,628.95,,5.25,152.32,,MCD2019-1,MCD,2019,B2,fish,1.3,MCD295_2019,MCD295_2019,MCD295,MCD,UWSP,BG,148,51,M,Y,MCD295_2019,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,AA094A,AA094A,-27.67,531.54,,6.87,163.10,,MCD2020,MCD,2020,C5,fish,1.4,AA094A_2020,AA094A,AA094A,MCD,UW,ID,55,1.2,NA,NA,AA094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,AA094B,AA094B,-26.10,499.57,,6.49,153.72,,MCD2020,MCD,2020,C5,fish,1.4,AA094B_2020,AA094B,AA094B,MCD,UW,ID,55,1.2,NA,NA,AA094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD214-2020,MCD214,-30.72,512.43,,8.1,153.81,,MCD2020,MCD,2020,A9,fish,1.5,MCD214_2020,MCD214_2020,MCD214,MCD,UW,BG,33,1,U,N,MCD214_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD451-2020,MCD451,-29.26,498.26,,10.01,154.52,,MCD2020,MCD,2020,D7,fish,1.3,MCD451_2020,MCD451_2020,MCD451,MCD,UWSP,RB,127,43,F,Y,MCD451_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD167-2020,MCD167,-29.82,494.92,,7.72,154.76,,MCD2020,MCD,2020,H8,fish,1.4,MCD167_2020,MCD167_2020,MCD167,MCD,UWSP,YP,155,36,M,Y,MCD167_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SBzb8719,SBzb8719,-29.81,696.72,,4.7,154.79,,SB2019,SB,2019,C2,zoobenthos,1.5,SBzb8719_2019,SBzb8719,SBzb8719,SB,NA,chironomidae_littoral,NA,NA,NA,NA,SBzb8719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD273-2019,MCD273,-28.44,573.37,,5.95,155.96,,MCD20192,MCD,2019,A1,fish,1.3,MCD273_2019,MCD273_2019,MCD273,MCD,AA ,GRS,45,1.4,NA,NA,MCD273_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,CS14,CS14,-24.81,508.77,,11.82,156.09,,SB2018,SB,2018,D2,fish,1.1,CS14_2018,CS14,CS14,SB,"HE, AD, MC",WAE,207,61,NA,NA,CS14,2,"80 mayfly, 20 JD",NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
FALSE,n,MCD001-2020,MCD001,-31.46,514.23,,6.89,156.16,,MCD2020,MCD,2020,G9,fish,1.3,MCD001_2020,MCD001_2020,MCD001,MCD,UWSP,RB,150,69,F,Y,MCD001_2020,1,100% dragonfly nymph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD460-2018,MCD460,-26.11,511.22,,8.36,156.18,,MCD2018,MCD,2018,D9,fish,1.2,MCD460_2018,MCD460_2018,MCD460,MCD,UWSP,LMB,401,1148,F,Y,MCD460_2018,16.42,100% CRAYFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB194-2018,SB194,-33.04,521.13,,9.26,156.29,,SB2018,SB,2018,B12,fish,1.3,SB194_2018,SB194_2018,SB194,SB,UWSP,BC,113,19,F,Y,SB194_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE144,HE144,-28.13,521.84,,4.83,156.3,,MCD2017,MCD,2017,D3,fish,1.2,HE144_2017,HE144,HE144,MCD,"HE, KMP, MC",BLB,40,0.9,NA,NA,HE144,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB306-2019,SB306,-32.55,518.69,,6.84,156.69,,SB2019,SB,2019,A6,fish,1.4,SB306_2019,SB306_2019,SB306,SB,UWSP,BG,70,6,UNK,N,SB306_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA036,AA036,-29.06,527.31,,5.87,157.77,,MCD2020,MCD,2020,C3,fish,1.4,AA036_2020,AA036,AA036,MCD,UW,GS,121,16,UNK,NA,AA036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB006-2019,SB006,-32.47,580.36,,5.03,158.1,,SB2019,SB,2019,C8,fish,1.4,SB006_2019,SB006_2019,SB006,SB,AA ,BG,24,0.1,NA,NA,SB006_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE115,HE115,-28.95,542.83,,5.07,158.8,,MCD2017,MCD,2017,E5,fish,1.1,HE115_2017,HE115,HE115,MCD,"HE, KMP, MC",BLN,49,1,NA,NA,HE115,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB038-2020,SB038,-31.56,532.98,,6.56,159.77,,SB2020,SB,2020,C9,fish,1.2,SB038_2020,SB038_2020,SB038,SB,UW,BG,45,3,U,N,SB038_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD244-2019,MCD244,-27.42,537.97,,8.38,159.9,,MCD2019-1,MCD,2019,D7,fish,1.5,MCD244_2019,MCD244_2019,MCD244,MCD,"AA, MC, LF",SMB,340,699,F,Y,MCD244_2019,25.5,100% LMB YOY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCDzoop62717,MCDzoop62717,-33.32,842.18,,1.25,161.51,,MCD2017,MCD,2017,D1,zooplankton,1.9,MCDzoop62717_2017,MCDzoop62717,MCDzoop62717,MCD,NA,daphia,NA,NA,NA,NA,MCDzoop62717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE137,HE137,-28.23,577.76,,4.44,160.39,,MCD2017,MCD,2017,A7,fish,1.297,HE137_2017,HE137,HE137,MCD,"HE, KMP, MC",CMM,51,1.6,NA,NA,HE137,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,y,MCD1A,MCD1A,-26.68,502.07,,9.17,160.46,,MCD2019-1,MCD,2019,D10,fish,1.2,MCD1A_2019,MCD1A,MCD1A,MCD,"AA, MC, LF",WAE,303,NA,NA,NA,MCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,MCD1B,MCD1B,-28.28,532.19,,9.81,171.69,,MCD2019-1,MCD,2019,D10,fish,1.2,MCD1B_2019,MCD1B,MCD1B,MCD,"AA, MC, LF",WAE,303,NA,NA,NA,MCD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL96,TL96,-33.63,519.68,,7.82,160.89,,SB2017,SB,2017,D12,fish,1,TL96_2017,TL96,TL96,SB,"QS, KE",YP,226,157.5,NA,NA,TL96,0.1,"70 b. inv, 30 zoop",0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,CS01,CS01,-23.68,508.75,,11.28,160.91,,MCD2018,MCD,2018,F3,fish,1.2,CS01_2018,CS01,CS01,MCD,"HE, CS, JM",WAE,203,NA,NA,NA,CS01,0.1,100 fish,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL68,TL68,-27.95,514.45,,6.42,161.07,,MCD2017,MCD,2017,G2,fish,1.1,TL68_2017,TL68,TL68,MCD,"KE, AD",PS,148,74.5,NA,NA,TL68,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,CS03,CS03,-24,517.44,,11.71,161.68,,MCD2018,MCD,2018,F5,fish,1.1,CS03_2018,CS03,CS03,MCD,"HE, CS, JM",WAE,215,NA,NA,NA,CS03,2,"90 lmb yoy, 10 b inv",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA042,AA042,-29.45,545.59,,7.28,161.7,,MCD2020,MCD,2020,B6,fish,1.5,AA042_2020,AA042,AA042,MCD,UW,BLN,70,2,UNK,NA,AA042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,CS12A,CS12A,-30.46,520.56,,10.87,162.13,,SB2018,SB,2018,A11,fish,1.3,CS12A_2018,CS12A,CS12A,SB,"HE, AD, MC",WAE,95,183,NA,NA,CS12,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,CS12B,CS12B,-32.29,546.59,,11.41,171.86,,SB2018,SB,2018,A11,fish,1.3,CS12B_2018,CS12B,CS12B,SB,"HE, AD, MC",WAE,95,183,NA,NA,CS12,0.1,100 b inv,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD186-2018,MCD186,-25.6,540.86,,7.28,162.31,,MCD2018,MCD,2018,E7,fish,1.1,MCD186_2018,MCD186_2018,MCD186,MCD,MC,RB,215,222.2,F,Y,MCD186,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL207,TL207,-29.39,555.57,,4.91,162.39,,MCD2017,MCD,2017,H4,fish,1.2,TL207_2017,TL207,TL207,MCD,"MC, KE",YP,47,1,NA,NA,TL207,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB206-2018,SB206,-34.14,542.37,,9.07,162.78,,SB2018,SB,2018,A1,fish,1.5,SB206_2018,SB206_2018,SB206,SB,UWSP,BG,101,20,M,N,SB206_2018,0.057,100% INVERTS,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD025-2020,MCD025,-25.85,542.12,,6.03,162.78,,MCD2020,MCD,2020,F1,fish,1.3,MCD025_2020,MCD025_2020,MCD025,MCD,UWSP,BG,180,112,F,U,MCD025_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA083,AA083,-29.79,629.25,,4.88,162.95,,MCD2020,MCD,2020,C1,fish,1.5,AA083_2020,AA083,AA083,MCD,UW,GRS,86,12.3,F,NA,AA083,0.2,benthic invert,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD345-2018,MCD345,-27.98,535.43,,7.59,163.24,,MCD2018,MCD,2018,F2,fish,1.3,MCD345_2018,MCD345_2018,MCD345,MCD,UWSP,SMB,222,138,F,N,MCD345_2018,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD788-2018,MCD788,-26.31,534.39,,6.78,163.53,,MCD2018,MCD,2018,F9,fish,1.3,MCD788_2018,MCD788_2018,MCD788,MCD,UWSP,YP,247,205,F,Y,MCD788_2018,2.95,100% FISH,NA,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL143,TL143,-27.21,574.57,,5.59,163.88,,MCD2017,MCD,2017,E8,fish,1.1,TL143_2017,TL143,TL143,MCD,"QS, KE",BLN,64,2,NA,NA,TL143,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL193,TL193,-27.16,516.03,,7.13,164.09,,MCD2017,MCD,2017,G5,fish,1.3,TL193_2017,TL193,TL193,MCD,"MC, KE",RB,115,30.5,NA,NA,TL193,0.25,100 b inv,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB278-2019,SB278,-33.01,535.06,,7.8,164.14,,SB2019,SB,2019,B5,fish,1.2,SB278_2019,SB278_2019,SB278,SB,UWSP,PS,150,81,F,N,SB278_2019,0.158,100% INVERTS,NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD313-2020,MCD313,-26.29,531.73,,8.4,164.23,,MCD2020,MCD,2020,D9,fish,1.6,MCD313_2020,MCD313_2020,MCD313,MCD,UWSP,WAE,160,34,U,U,MCD313_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA096,AA096,-29.78,557.22,,7.19,164.36,,MCD2020,MCD,2020,B4,fish,1.5,AA096_2020,AA096,AA096,MCD,UW,BLN,63,1.8,NA,NA,AA096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD464-2020,MCD464,-30.47,633.42,,7.08,164.46,,MCD2020,MCD,2020,D2,fish,1.5,MCD464_2020,MCD464_2020,MCD464,MCD,UWSP,PS,81,11,M,N,MCD464_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB054A,SB054A,-37.39,545.40,,7.82,164.60,,SB2017,SB,2017,D1,fish,1.2,SB054A_2017,SB054A,SB054A,SB,CS,PS,88,14,M,N,SB054,0.2,"50% ISOPOD, 50% MUCK",0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,y,SB054B,SB054B,-39.63,578.12,,8.29,172.83,,SB2017,SB,2017,D1,fish,1.2,SB054B_2017,SB054B,SB054B,SB,CS,PS,88,14,M,N,SB054,0.2,"50% ISOPOD, 50% MUCK",0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE102,HE102,-29.29,555.93,,5.59,165.26,,MCD2017,MCD,2017,E11,fish,1.2,HE102_2017,HE102,HE102,MCD,"HE, KMP, MC",CMM,54,1.8,NA,NA,HE102,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
